iso_code,country_name,year,political_stability,govt_effectiveness,rule_of_law,control_corruption
ISL,Iceland,2023,1.2144,1.5551,1.7211,1.5513
ISR,Israel,2015,-1.0978,1.3566,1.131,0.9068
ISR,Israel,2016,-0.7994,1.3096,1.0391,1.1472
ISR,Israel,2017,-0.8949,1.3488,0.9894,0.7902
ISR,Israel,2018,-0.9181,1.1693,0.9602,0.7537
ISR,Israel,2019,-0.8156,1.2886,1.0117,0.7739
ISR,Israel,2020,-0.8878,1.052,0.9356,0.5366
ISR,Israel,2021,-1.1223,1.2508,0.9068,0.8294
ISR,Israel,2022,-1.229,1.2361,0.9445,0.781
ISR,Israel,2023,-1.4648,1.1454,0.7838,0.8294
ITA,Italy,2015,0.3633,0.4902,0.2884,0.0266
ITA,Italy,2016,0.3559,0.5442,0.3664,0.0816
ITA,Italy,2017,0.2929,0.4919,0.3191,0.1752
ITA,Italy,2018,0.3263,0.4089,0.2406,0.2157
ITA,Italy,2019,0.3811,0.4509,0.2724,0.2339
ITA,Italy,2020,0.3993,0.3608,0.2067,0.5095
ITA,Italy,2021,0.5505,0.3253,0.2403,0.5171
ITA,Italy,2022,0.4663,0.4486,0.297,0.5277
ITA,Italy,2023,0.5833,0.611,0.3904,0.5501
JAM,Jamaica,2015,0.086,0.2947,-0.1915,-0.2842
JAM,Jamaica,2016,0.2955,0.4737,-0.1731,-0.2087
JAM,Jamaica,2017,0.2983,0.5527,-0.1342,-0.2243
JAM,Jamaica,2018,0.424,0.5955,-0.2182,-0.2307
JAM,Jamaica,2019,0.3883,0.5889,-0.3114,-0.1138
JAM,Jamaica,2020,0.2587,0.5285,-0.2414,-0.0458
JAM,Jamaica,2021,0.218,0.3767,-0.1963,-0.0531
JAM,Jamaica,2022,0.3642,0.6039,-0.071,-0.0233
JAM,Jamaica,2023,0.3848,0.4073,-0.1745,-0.1121
JOR,Jordan,2015,-0.6069,0.1074,0.4147,0.2443
JOR,Jordan,2016,-0.4962,0.1164,0.2459,0.2507
JOR,Jordan,2017,-0.4346,0.0676,0.2359,0.2272
JOR,Jordan,2018,-0.3799,0.0952,0.2314,0.1242
JOR,Jordan,2019,-0.2769,0.0748,0.1323,0.0805
JOR,Jordan,2020,-0.2684,0.095,0.1866,0.0391
JOR,Jordan,2021,-0.3126,0.1945,0.1826,0.0266
JOR,Jordan,2022,-0.2344,0.1941,0.2174,0.073
JOR,Jordan,2023,-0.2027,0.3862,0.2578,0.0887
JPN,Japan,2015,1.0542,1.7532,1.4851,1.5298
JPN,Japan,2016,0.9682,1.7848,1.3837,1.4822
JPN,Japan,2017,1.1001,1.5799,1.5295,1.4812
JPN,Japan,2018,1.0376,1.6346,1.4939,1.3886
JPN,Japan,2019,1.0198,1.55,1.4964,1.431
JPN,Japan,2020,1.0261,1.5473,1.4715,1.4637
JPN,Japan,2021,1.0155,1.3612,1.5403,1.5358
JPN,Japan,2022,1.0326,1.6194,1.558,1.5399
JPN,Japan,2023,0.9511,1.6313,1.5355,1.3957
KAZ,Kazakhstan,2015,-0.0384,-0.1469,-0.5153,-0.8716
KAZ,Kazakhstan,2016,0.0015,-0.1421,-0.5131,-0.8322
KAZ,Kazakhstan,2017,0.0243,-0.0658,-0.4873,-0.84
KAZ,Kazakhstan,2018,-0.0524,-0.0421,-0.5035,-0.4922
KAZ,Kazakhstan,2019,-0.168,0.0688,-0.51,-0.286
KAZ,Kazakhstan,2020,-0.2576,0.1057,-0.4671,-0.3781
KAZ,Kazakhstan,2021,-0.2322,0.0297,-0.509,-0.26
KAZ,Kazakhstan,2022,-0.4684,0.1428,-0.4747,-0.1857
KAZ,Kazakhstan,2023,-0.2733,0.1468,-0.4468,-0.2666
KEN,Kenya,2015,-1.2413,-0.394,-0.5074,-1.0312
KEN,Kenya,2016,-1.3545,-0.4024,-0.4571,-0.9142
KEN,Kenya,2017,-1.1284,-0.3904,-0.4318,-0.9749
KEN,Kenya,2018,-1.1797,-0.4937,-0.4283,-0.863
KEN,Kenya,2019,-1.1058,-0.4417,-0.4648,-0.8061
KEN,Kenya,2020,-1.0072,-0.3995,-0.5791,-0.8753
KEN,Kenya,2021,-1.0324,-0.3259,-0.4214,-0.7347
KEN,Kenya,2022,-0.9473,-0.3295,-0.318,-0.7595
KEN,Kenya,2023,-0.9378,-0.3036,-0.3262,-0.7709
KGZ,Kyrgyz Republic,2015,-0.8824,-0.9788,-1.0145,-1.1795
KGZ,Kyrgyz Republic,2016,-0.652,-0.9652,-1.0451,-1.1051
KGZ,Kyrgyz Republic,2017,-0.3625,-0.7512,-0.9471,-1.0777
KGZ,Kyrgyz Republic,2018,-0.5297,-0.6463,-0.9287,-0.9611
KGZ,Kyrgyz Republic,2019,-0.2656,-0.7316,-0.9146,-0.9606
KGZ,Kyrgyz Republic,2020,-0.4558,-0.5763,-0.9622,-1.125
KGZ,Kyrgyz Republic,2021,-0.4665,-0.7764,-1.0988,-1.1505
KGZ,Kyrgyz Republic,2022,-0.4716,-0.8905,-1.1477,-1.2304
KGZ,Kyrgyz Republic,2023,-0.4812,-0.8907,-1.1741,-1.2211
KHM,Cambodia,2015,0.0633,-0.7429,-0.9969,-1.1536
KHM,Cambodia,2016,0.2062,-0.7418,-1.0816,-1.3016
KHM,Cambodia,2017,0.0935,-0.6957,-1.0742,-1.3165
KHM,Cambodia,2018,0.1109,-0.5998,-1.135,-1.3571
KHM,Cambodia,2019,-0.0755,-0.6233,-0.9549,-1.3235
KHM,Cambodia,2020,-0.2091,-0.4504,-0.9641,-1.272
KHM,Cambodia,2021,-0.1315,-0.4747,-0.9192,-1.198
KHM,Cambodia,2022,-0.098,-0.3514,-0.8659,-1.2416
KHM,Cambodia,2023,0.0445,-0.3059,-0.8191,-1.2992
KIR,Kiribati,2015,0.8215,-0.3782,-0.1538,0.2468
KIR,Kiribati,2016,0.8469,-0.3,0.3005,0.2903
KIR,Kiribati,2017,0.8554,-0.0719,0.5856,0.4142
KIR,Kiribati,2018,0.9988,-0.0643,0.5765,0.3486
KIR,Kiribati,2019,1.1214,-0.0522,0.8173,0.3684
KIR,Kiribati,2020,1.1576,0.1346,1.0114,0.4673
KIR,Kiribati,2021,1.1372,0.094,0.8862,0.2821
KIR,Kiribati,2022,1.1038,0.167,0.6259,0.2365
KIR,Kiribati,2023,1.0999,-0.0966,0.5879,0.4118
KNA,St. Kitts and Nevis,2015,0.5647,0.1832,0.4861,0.4483
KNA,St. Kitts and Nevis,2016,0.6068,0.218,0.4606,0.459
KNA,St. Kitts and Nevis,2017,0.6285,0.5105,0.496,0.4613
KNA,St. Kitts and Nevis,2018,0.6774,0.4987,0.5193,0.4115
KNA,St. Kitts and Nevis,2019,0.7009,0.49,0.4365,0.3461
KNA,St. Kitts and Nevis,2020,0.9296,0.6326,0.4824,0.3408
KNA,St. Kitts and Nevis,2021,0.9497,0.3612,0.4548,0.4063
KNA,St. Kitts and Nevis,2022,0.9381,0.3918,0.5017,0.39
KNA,St. Kitts and Nevis,2023,0.9234,0.3804,0.4795,0.4134
KOR,"Korea, Rep.",2015,0.1564,0.9776,0.9027,0.3397
KOR,"Korea, Rep.",2016,0.1536,1.0213,1.127,0.4202
KOR,"Korea, Rep.",2017,0.3818,1.0291,1.131,0.4455
KOR,"Korea, Rep.",2018,0.6381,1.1353,1.1995,0.5728
KOR,"Korea, Rep.",2019,0.5472,1.3325,1.1562,0.7049
KOR,"Korea, Rep.",2020,0.6083,1.3702,1.1474,0.6983
KOR,"Korea, Rep.",2021,0.629,1.3657,1.0955,0.7333
KOR,"Korea, Rep.",2022,0.58,1.349,1.1582,0.7484
KOR,"Korea, Rep.",2023,0.6098,1.4048,1.2485,0.8941
KWT,Kuwait,2015,-0.2195,-0.0793,-0.02,-0.2554
KWT,Kuwait,2016,-0.0565,-0.2045,0.0083,-0.2984
KWT,Kuwait,2017,-0.0512,-0.2159,0.0808,-0.3601
KWT,Kuwait,2018,0.0906,-0.1214,0.1863,-0.3166
KWT,Kuwait,2019,0.1752,-0.0174,0.1931,-0.1594
KWT,Kuwait,2020,0.2252,-0.1952,0.31,-0.0912
KWT,Kuwait,2021,0.2631,-0.0734,0.2391,-0.0562
KWT,Kuwait,2022,0.2919,0.1115,0.2786,0.1273
KWT,Kuwait,2023,0.4082,0.0075,0.3417,0.2066
LAO,Lao PDR,2015,0.5389,-0.5547,-0.8186,-0.9444
LAO,Lao PDR,2016,0.5249,-0.4323,-0.8112,-0.9869
LAO,Lao PDR,2017,0.394,-0.4168,-0.902,-0.9664
LAO,Lao PDR,2018,0.408,-0.7234,-0.8631,-0.9973
LAO,Lao PDR,2019,0.5304,-0.8167,-0.9688,-1.0769
LAO,Lao PDR,2020,0.6939,-0.7393,-0.8829,-1.0832
LAO,Lao PDR,2021,0.7125,-0.6165,-0.6639,-1.0551
LAO,Lao PDR,2022,0.7895,-0.5971,-0.8044,-0.9658
LAO,Lao PDR,2023,0.8145,-0.6433,-0.8329,-0.9738
LBN,Lebanon,2015,-1.6984,-0.4016,-0.8072,-0.9019
LBN,Lebanon,2016,-1.6157,-0.4832,-0.8108,-0.9904
LBN,Lebanon,2017,-1.6222,-0.4608,-0.8102,-1.0282
LBN,Lebanon,2018,-1.6216,-0.6738,-0.7826,-1.133
LBN,Lebanon,2019,-1.6724,-0.8091,-0.8528,-1.1691
LBN,Lebanon,2020,-1.6212,-1.2054,-0.9058,-1.1795
LBN,Lebanon,2021,-1.482,-1.3123,-1.0918,-1.2485
LBN,Lebanon,2022,-1.4226,-1.4593,-1.1031,-1.1273
LBN,Lebanon,2023,-1.519,-1.5804,-1.1651,-1.2271
LBR,Liberia,2015,-0.8178,-1.3736,-0.8768,-0.6673
LBR,Liberia,2016,-0.4418,-1.3166,-0.9671,-0.7433
LBR,Liberia,2017,-0.3197,-1.3643,-0.9693,-0.6871
LBR,Liberia,2018,-0.2041,-1.3232,-1.0016,-0.8719
LBR,Liberia,2019,-0.341,-1.395,-1.0046,-0.9177
LBR,Liberia,2020,-0.3091,-1.4591,-1.0348,-0.9043
LBR,Liberia,2021,-0.286,-1.4099,-0.9427,-0.9379
LBR,Liberia,2022,-0.2673,-1.4311,-0.9159,-0.9255
LBR,Liberia,2023,-0.1162,-1.3554,-1.0316,-0.8883
LBY,Libya,2015,-2.1897,-1.4943,-1.5225,-1.5785
LBY,Libya,2016,-2.2747,-1.7535,-1.6979,-1.5785
LBY,Libya,2017,-2.3536,-1.6055,-1.684,-1.5582
LBY,Libya,2018,-2.4351,-1.6853,-1.6911,-1.5303
LBY,Libya,2019,-2.5659,-1.7742,-1.7635,-1.5749
LBY,Libya,2020,-2.4624,-1.8594,-1.883,-1.5835
LBY,Libya,2021,-2.3085,-1.7481,-1.8037,-1.585
LBY,Libya,2022,-2.1937,-1.7558,-1.8014,-1.5263
LBY,Libya,2023,-2.168,-1.6359,-1.7698,-1.525
LCA,St. Lucia,2015,0.8377,-0.0138,0.6983,0.6184
LCA,St. Lucia,2016,0.9986,0.099,0.549,0.6411
LCA,St. Lucia,2017,0.9746,0.3849,0.5983,0.584
LCA,St. Lucia,2018,0.9935,0.3307,0.6318,0.5603
LCA,St. Lucia,2019,0.9066,0.342,0.59,0.5573
LCA,St. Lucia,2020,0.8647,0.3071,0.6609,0.5403
LCA,St. Lucia,2021,0.832,-0.1203,0.6052,0.5576
LCA,St. Lucia,2022,1.0336,-0.0973,0.6622,0.5794
LCA,St. Lucia,2023,1.018,0.0738,0.605,0.5441
LIE,Liechtenstein,2015,1.4378,1.6526,1.6463,2.0107
LIE,Liechtenstein,2016,1.4533,1.6627,1.6466,1.9833
LIE,Liechtenstein,2017,1.4591,1.718,1.6344,1.9983
LIE,Liechtenstein,2018,1.4538,1.6889,1.6347,1.9588
LIE,Liechtenstein,2019,1.5976,1.6503,1.6364,1.921
LIE,Liechtenstein,2020,1.6692,1.7616,1.7157,1.9592
LIE,Liechtenstein,2021,1.5957,1.4648,1.7043,1.6657
LIE,Liechtenstein,2022,1.6428,1.4878,1.72,1.7149
LIE,Liechtenstein,2023,1.6128,1.6278,1.7127,1.7102
LKA,Sri Lanka,2015,0.0832,-0.006,0.0324,-0.3769
LKA,Sri Lanka,2016,-0.0113,-0.0275,0.1074,-0.3362
LKA,Sri Lanka,2017,-0.0754,-0.1741,0.0275,-0.4899
LKA,Sri Lanka,2018,-0.1393,-0.2566,-0.0001,-0.3528
LKA,Sri Lanka,2019,-0.2155,-0.125,0.0399,-0.304
LKA,Sri Lanka,2020,-0.0891,-0.0791,-0.0058,-0.3303
LKA,Sri Lanka,2021,-0.3768,-0.1153,0.0169,-0.3567
LKA,Sri Lanka,2022,-0.8043,-0.392,-0.058,-0.3832
LKA,Sri Lanka,2023,-0.5085,-0.2523,-0.0907,-0.384
LSO,Lesotho,2015,-0.3187,-0.7579,-0.1942,0.0233
LSO,Lesotho,2016,-0.2449,-0.8787,-0.1863,-0.0524
LSO,Lesotho,2017,-0.1941,-0.9242,-0.3005,-0.0591
LSO,Lesotho,2018,-0.1886,-0.9226,-0.3663,-0.1371
LSO,Lesotho,2019,-0.428,-0.9025,-0.427,-0.1226
LSO,Lesotho,2020,-0.2535,-0.9786,-0.4879,-0.141
LSO,Lesotho,2021,-0.2132,-0.9472,-0.4314,-0.3453
LSO,Lesotho,2022,-0.2927,-0.888,-0.4733,-0.3686
LSO,Lesotho,2023,-0.3058,-0.9536,-0.48,-0.5095
LTU,Lithuania,2015,0.7498,1.1505,0.9782,0.5826
LTU,Lithuania,2016,0.8147,1.0329,0.9967,0.6764
LTU,Lithuania,2017,0.7656,0.9294,0.9615,0.5187
LTU,Lithuania,2018,0.7292,1.0314,0.9231,0.466
LTU,Lithuania,2019,0.7706,1.0077,0.986,0.6663
LTU,Lithuania,2020,0.9215,1.0149,0.9485,0.7786
LTU,Lithuania,2021,0.8098,1.0174,1.0746,0.8246
LTU,Lithuania,2022,0.653,0.994,1.0603,0.747
LTU,Lithuania,2023,0.7421,1.0501,1.2672,0.7815
LUX,Luxembourg,2015,1.4264,1.6927,1.8381,2.0535
LUX,Luxembourg,2016,1.4036,1.6559,1.7198,2.0499
LUX,Luxembourg,2017,1.3129,1.6454,1.6991,1.9411
LUX,Luxembourg,2018,1.3475,1.7364,1.768,2.048
LUX,Luxembourg,2019,1.3333,1.6955,1.7496,2.0725
LUX,Luxembourg,2020,1.2125,1.7924,1.7359,2.0237
LUX,Luxembourg,2021,1.1941,1.6773,1.7476,1.8409
LUX,Luxembourg,2022,1.0644,1.7722,1.7685,1.8836
LUX,Luxembourg,2023,1.054,1.9142,1.7524,1.9267
LVA,Latvia,2015,0.4363,1.0534,0.7667,0.4341
LVA,Latvia,2016,0.4672,0.9655,0.9278,0.3956
LVA,Latvia,2017,0.453,0.8656,0.9008,0.501
LVA,Latvia,2018,0.3954,1.0003,0.9232,0.2972
LVA,Latvia,2019,0.4269,1.0657,0.9791,0.4805
LVA,Latvia,2020,0.4622,0.8381,0.9221,0.6931
LVA,Latvia,2021,0.6734,0.8329,0.9495,0.7206
LVA,Latvia,2022,0.4864,0.6915,0.921,0.6938
LVA,Latvia,2023,0.5911,0.6966,1.0399,0.6981
MAC,"Macao SAR, China",2015,1.1875,1.4135,0.8912,0.5692
MAC,"Macao SAR, China",2016,1.3906,1.1407,0.8208,0.7937
MAC,"Macao SAR, China",2017,1.4071,1.3357,0.8142,0.595
MAC,"Macao SAR, China",2018,1.2298,1.158,0.9714,0.6744
MAC,"Macao SAR, China",2019,1.2154,1.1251,0.8816,0.6649
MAC,"Macao SAR, China",2020,1.1376,1.075,0.8115,0.769
MAC,"Macao SAR, China",2021,1.029,1.0839,0.7803,0.8152
MAC,"Macao SAR, China",2022,1.1227,1.1052,0.7912,0.8685
MAC,"Macao SAR, China",2023,1.0711,1.09,0.7832,0.8491
MAR,Morocco,2015,-0.3444,-0.1481,-0.1814,-0.2868
MAR,Morocco,2016,-0.3176,-0.1936,-0.2728,-0.1909
MAR,Morocco,2017,-0.3781,-0.3052,-0.2784,-0.1995
MAR,Morocco,2018,-0.3485,-0.3494,-0.2486,-0.2895
MAR,Morocco,2019,-0.3458,-0.2516,-0.2334,-0.3339
MAR,Morocco,2020,-0.3595,-0.1861,-0.187,-0.41
MAR,Morocco,2021,-0.4026,-0.1701,-0.2437,-0.419
MAR,Morocco,2022,-0.3621,-0.0819,-0.2066,-0.3875
MAR,Morocco,2023,-0.3678,-0.0359,-0.1275,-0.5363
MCO,Monaco,2015,1.3149,1.7407,1.5132,1.7316
MCO,Monaco,2016,1.3153,1.8054,1.5129,1.7401
MCO,Monaco,2017,1.6151,1.8769,1.5356,1.7623
MCO,Monaco,2018,1.5775,1.8792,1.5365,1.7806
MCO,Monaco,2019,1.5774,1.8519,1.5102,1.7802
MCO,Monaco,2020,1.1773,2.0284,1.3668,1.2655
MCO,Monaco,2021,1.1727,2.0265,1.3904,1.2797
MCO,Monaco,2022,1.187,2.047,1.4855,1.2703
MCO,Monaco,2023,1.185,2.023,1.4769,1.2514
MDA,Moldova,2015,-0.326,-0.7211,-0.3837,-0.9474
MDA,Moldova,2016,-0.3055,-0.6938,-0.5292,-0.9907
MDA,Moldova,2017,-0.315,-0.5773,-0.4518,-0.8349
MDA,Moldova,2018,-0.4022,-0.506,-0.4388,-0.758
MDA,Moldova,2019,-0.3873,-0.4414,-0.4581,-0.651
MDA,Moldova,2020,-0.3401,-0.5336,-0.515,-0.587
MDA,Moldova,2021,-0.2053,-0.4378,-0.3573,-0.4695
MDA,Moldova,2022,-0.6591,-0.3076,-0.2864,-0.3422
MDA,Moldova,2023,-0.6837,-0.165,-0.1527,-0.2803
MDG,Madagascar,2015,-0.4278,-1.3321,-0.7051,-0.8803
MDG,Madagascar,2016,-0.2942,-1.2286,-0.832,-0.935
MDG,Madagascar,2017,-0.3028,-1.1945,-0.8757,-1.0743
MDG,Madagascar,2018,-0.5788,-1.2121,-0.8364,-1.0211
MDG,Madagascar,2019,-0.314,-1.1934,-1.0135,-1.0526
MDG,Madagascar,2020,-0.5093,-1.053,-0.8796,-1.0105
MDG,Madagascar,2021,-0.5423,-1.0279,-0.8856,-0.9532
MDG,Madagascar,2022,-0.4808,-0.972,-0.95,-0.9699
MDG,Madagascar,2023,-0.6907,-1.0228,-0.9749,-1.0002
MDV,Maldives,2015,0.4114,-0.23,-0.5606,-0.4236
MDV,Maldives,2016,0.408,-0.1782,-0.3245,-0.5865
MDV,Maldives,2017,0.2245,-0.3947,-0.5733,-0.7397
MDV,Maldives,2018,0.0831,-0.4759,-0.5386,-0.8311
MDV,Maldives,2019,0.0277,-0.1758,-0.3824,-0.2239
MDV,Maldives,2020,0.363,-0.0917,-0.2394,-0.2855
MDV,Maldives,2021,0.5348,0.4385,-0.1147,-0.3148
MDV,Maldives,2022,0.645,-0.1076,0.0443,-0.3327
MDV,Maldives,2023,0.5301,-0.128,-0.0786,-0.3969
MEX,Mexico,2015,-0.8018,0.1175,-0.4548,-0.889
MEX,Mexico,2016,-0.6337,0.0276,-0.5798,-0.8507
MEX,Mexico,2017,-0.8064,-0.0653,-0.5846,-0.9524
MEX,Mexico,2018,-0.6738,-0.2929,-0.6412,-0.9492
MEX,Mexico,2019,-0.8419,-0.3067,-0.6579,-0.9174
MEX,Mexico,2020,-0.7915,-0.2703,-0.6422,-0.9216
MEX,Mexico,2021,-0.6876,-0.3435,-0.808,-1.0206
MEX,Mexico,2022,-0.6893,-0.2817,-0.8694,-1.0121
MEX,Mexico,2023,-0.6308,-0.1984,-0.8064,-1.0206
MHL,Marshall Islands,2015,1.003,-0.3196,0.0022,0.6496
MHL,Marshall Islands,2016,0.835,-0.198,0.119,0.7057
MHL,Marshall Islands,2017,1.0346,-0.1785,0.2794,0.7685
MHL,Marshall Islands,2018,0.9988,-0.1832,0.1641,0.3486
MHL,Marshall Islands,2019,1.1723,-0.1671,0.4595,0.3684
MHL,Marshall Islands,2020,0.9824,0.1137,0.5973,0.4673
MHL,Marshall Islands,2021,0.9342,0.0222,0.7725,0.4177
MHL,Marshall Islands,2022,1.0159,0.227,0.7298,0.3857
MHL,Marshall Islands,2023,1.185,0.07,0.677,0.4118
MKD,North Macedonia,2015,-0.2926,-0.0303,-0.2378,-0.266
MKD,North Macedonia,2016,-0.3553,-0.0338,-0.3444,-0.2979
MKD,North Macedonia,2017,-0.2589,-0.0177,-0.3106,-0.3286
MKD,North Macedonia,2018,-0.2119,0.0557,-0.3085,-0.3926
MKD,North Macedonia,2019,0.0081,-0.124,-0.3066,-0.4569
MKD,North Macedonia,2020,0.1121,0.0283,-0.1061,-0.4943
MKD,North Macedonia,2021,0.0625,-0.1218,-0.1005,-0.3755
MKD,North Macedonia,2022,0.1808,-0.0814,-0.0969,-0.324
MKD,North Macedonia,2023,0.1703,-0.0513,-0.168,-0.3486
MLI,Mali,2015,-1.6828,-0.9604,-0.7517,-0.7045
MLI,Mali,2016,-1.6128,-1.0276,-0.7992,-0.6777
MLI,Mali,2017,-1.9035,-0.9643,-0.793,-0.6657
MLI,Mali,2018,-2.0846,-1.0261,-0.8156,-0.7118
MLI,Mali,2019,-2.2143,-1.0992,-0.8648,-0.7045
MLI,Mali,2020,-2.1464,-1.1864,-0.9491,-0.8009
MLI,Mali,2021,-2.3329,-1.2515,-0.9193,-0.8871
MLI,Mali,2022,-2.5607,-1.149,-0.9823,-0.8441
MLI,Mali,2023,-2.7291,-1.1386,-0.9776,-0.8618
MLT,Malta,2015,1.0537,0.8189,1.1068,0.8642
MLT,Malta,2016,1.0665,0.9209,0.9689,0.6837
MLT,Malta,2017,1.2383,0.9687,1.113,0.7037
MLT,Malta,2018,1.2716,0.9309,1.02,0.5471
MLT,Malta,2019,1.0136,0.8242,0.9216,0.21
MLT,Malta,2020,0.9985,0.9941,0.8837,0.3425
MLT,Malta,2021,0.8875,0.8531,0.8354,0.2929
MLT,Malta,2022,0.911,0.8041,0.7857,0.2388
MLT,Malta,2023,0.8581,0.3973,0.7023,0.1097
MMR,Myanmar,2015,-1.1667,-1.2901,-1.259,-0.8539
MMR,Myanmar,2016,-0.8081,-1.0119,-0.9024,-0.6418
MMR,Myanmar,2017,-1.0841,-1.0861,-0.9593,-0.5905
MMR,Myanmar,2018,-1.267,-1.0914,-1.0437,-0.6127
MMR,Myanmar,2019,-1.3305,-1.1858,-1.0793,-0.6449
MMR,Myanmar,2020,-1.5117,-1.0161,-1.1957,-0.6797
MMR,Myanmar,2021,-2.0841,-1.4151,-1.4678,-1.0482
MMR,Myanmar,2022,-2.1957,-1.685,-1.5281,-1.1515
MMR,Myanmar,2023,-2.1253,-1.7528,-1.6169,-1.2165
MNE,Montenegro,2015,0.1366,0.1665,-0.0457,-0.1235
MNE,Montenegro,2016,0.2687,0.1351,-0.1351,-0.0821
MNE,Montenegro,2017,-0.0626,0.1713,-0.1116,-0.085
MNE,Montenegro,2018,0.0377,0.0904,0.0028,-0.0148
MNE,Montenegro,2019,0.0581,0.1064,-0.0074,-0.0302
MNE,Montenegro,2020,-0.0612,-0.1067,-0.0406,-0.0437
MNE,Montenegro,2021,-0.0524,-0.0305,-0.0841,-0.0441
MNE,Montenegro,2022,-0.1409,-0.0275,-0.1261,-0.1187
MNE,Montenegro,2023,0.0693,0.2471,-0.0422,-0.0793
MNG,Mongolia,2015,0.7118,-0.4482,-0.3899,-0.5178
MNG,Mongolia,2016,0.7876,-0.096,-0.2263,-0.51
MNG,Mongolia,2017,0.7834,-0.2784,-0.3166,-0.4759
MNG,Mongolia,2018,0.8313,-0.2464,-0.2786,-0.4491
MNG,Mongolia,2019,0.6368,-0.2344,-0.2583,-0.4558
MNG,Mongolia,2020,0.7178,-0.4197,-0.2694,-0.4949
MNG,Mongolia,2021,0.7059,-0.5155,-0.2502,-0.5537
MNG,Mongolia,2022,0.53,-0.4249,-0.1878,-0.5612
MNG,Mongolia,2023,0.5927,-0.4715,-0.1845,-0.4926
MOZ,Mozambique,2015,-0.5164,-0.8287,-0.8694,-0.7795
MOZ,Mozambique,2016,-1.0968,-0.9462,-1.0752,-0.9027
MOZ,Mozambique,2017,-0.9181,-0.957,-1.0071,-0.8574
MOZ,Mozambique,2018,-0.8332,-0.9609,-1.0676,-0.809
MOZ,Mozambique,2019,-0.7657,-0.9092,-1.073,-0.8721
MOZ,Mozambique,2020,-1.2831,-0.8102,-1.0767,-0.7875
MOZ,Mozambique,2021,-1.257,-0.8028,-1.0552,-0.8323
MOZ,Mozambique,2022,-1.2656,-0.737,-1.0247,-0.8358
MOZ,Mozambique,2023,-1.2687,-0.7166,-1.0263,-0.8284
MRT,Mauritania,2015,-0.6357,-1.0679,-0.8916,-0.9396
MRT,Mauritania,2016,-0.7487,-0.8543,-0.7462,-0.7623
MRT,Mauritania,2017,-0.6295,-0.8032,-0.6181,-0.7732
MRT,Mauritania,2018,-0.6324,-0.8255,-0.7074,-0.8124
MRT,Mauritania,2019,-0.5629,-0.6095,-0.6085,-0.8662
MRT,Mauritania,2020,-0.7009,-0.8392,-0.6039,-0.8154
MRT,Mauritania,2021,-0.5555,-0.7761,-0.6871,-0.8425
MRT,Mauritania,2022,-0.5169,-0.7251,-0.6464,-0.7907
MRT,Mauritania,2023,-0.5034,-0.7636,-0.6391,-0.8227
MUS,Mauritius,2015,0.9886,1.1266,0.8436,0.2236
MUS,Mauritius,2016,0.9992,1.019,0.6881,0.1067
MUS,Mauritius,2017,0.9624,0.9596,0.6701,0.1563
MUS,Mauritius,2018,0.8596,0.8949,0.7103,0.1863
MUS,Mauritius,2019,0.802,0.8624,0.693,0.2104
MUS,Mauritius,2020,0.873,0.8532,0.8869,0.441
MUS,Mauritius,2021,0.8326,0.8139,0.8427,0.4424
MUS,Mauritius,2022,0.83,0.7662,0.7963,0.4204
MUS,Mauritius,2023,0.7754,0.7101,0.8053,0.4532
MWI,Malawi,2015,0.0343,-0.7386,-0.3293,-0.7942
MWI,Malawi,2016,-0.1161,-0.7957,-0.3951,-0.7849
MWI,Malawi,2017,-0.2498,-0.7253,-0.3941,-0.6876
MWI,Malawi,2018,-0.4312,-0.8014,-0.4054,-0.7659
MWI,Malawi,2019,-0.2868,-0.7986,-0.342,-0.7836
MWI,Malawi,2020,-0.1189,-0.8183,-0.2775,-0.3922
MWI,Malawi,2021,-0.1093,-0.7925,-0.2486,-0.3225
MWI,Malawi,2022,-0.158,-0.8532,-0.222,-0.6089
MWI,Malawi,2023,-0.2356,-0.8595,-0.1555,-0.6028
MYS,Malaysia,2015,0.2539,0.9171,0.4025,0.1816
MYS,Malaysia,2016,0.1295,0.8177,0.3879,0.0274
MYS,Malaysia,2017,0.1112,0.7777,0.3882,-0.0061
MYS,Malaysia,2018,0.2481,1.0539,0.5292,0.2999
MYS,Malaysia,2019,0.1465,0.9678,0.4916,0.233
MYS,Malaysia,2020,0.1259,1.0223,0.5731,0.2286
MYS,Malaysia,2021,0.0596,0.9524,0.5321,0.1462
MYS,Malaysia,2022,0.1631,0.9927,0.5614,0.2489
MYS,Malaysia,2023,0.1685,0.8754,0.5719,0.2956
NAM,Namibia,2015,0.7253,0.2955,0.2376,0.27
NAM,Namibia,2016,0.6995,0.1937,0.4568,0.2806
NAM,Namibia,2017,0.6219,0.2241,0.2766,0.2615
NAM,Namibia,2018,0.6851,0.1138,0.3293,0.3069
NAM,Namibia,2019,0.5289,0.1002,0.3617,0.3123
NAM,Namibia,2020,0.5124,0.0524,0.3315,0.2687
NAM,Namibia,2021,0.5188,0.0391,0.335,0.2202
NAM,Namibia,2022,0.5599,0.0693,0.4149,0.2151
NAM,Namibia,2023,0.5448,0.0309,0.4455,0.1101
NER,Niger,2015,-1.0597,-0.7226,-0.5931,-0.6745
NER,Niger,2016,-1.1008,-0.6941,-0.6851,-0.666
NER,Niger,2017,-1.2595,-0.7547,-0.7046,-0.6877
